name,university,rank,url,cit,cit_2012,hid,hid_2012,citations,papers
Garey Ramey,University of San Diego,93,https://scholar.google.com/citations?user=QdGMrlYAAAAJ&hl=en,6530,2595,33,23,60,1
"Manuel Ares, Jr.",University of California Santa Cruz,85,https://scholar.google.com/citations?user=eF5XbAwAAAAJ&hl=en,12924,5090,59,35,1259,21
Benjamin T. Kopp,Ohio State University,54,https://scholar.google.com/citations?user=7i-e1Q0AAAAJ&hl=en,4117,4017,10,10,3956,66
john helliwell,Columbia,5,https://scholar.google.com/citations?user=9-32gioAAAAJ&hl=en,17673,8849,50,36,2217,37
Chong Wang,Princeton,1,https://scholar.google.com/citations?user=vRI2blsAAAAJ&hl=en,5803,5063,29,27,1797,30
Fabrizio Zilibotti,Yale,4,https://scholar.google.com/citations?user=XFICTgQAAAAJ&hl=en,10986,5783,35,31,958,16
David Smalley,Georgia Institute of Technology,35,https://scholar.google.com/citations?user=3ICRe2YAAAAJ&hl=en,2463,1158,22,16,479,8
Ling Tong,Purdue University,57,https://scholar.google.com/citations?user=eGTxzAQAAAAJ&hl=en,2489,1783,17,17,299,5
David Thomas,Johns Hopkins University,12,https://scholar.google.com/citations?user=rAVyVFIAAAAJ&hl=en,50321,24029,101,62,9447,158
Connie R. Wanberg,University of Minnesota,73,https://scholar.google.com/citations?user=Vn8wsAcAAAAJ&hl=en,10055,6064,32,29,717,12
Alexander Ljungqvist,New York University,30,https://scholar.google.com/citations?user=t966tjcAAAAJ&hl=en,11186,6053,38,34,1613,27
Siew Hong Teoh,University of California Irvine,43,https://scholar.google.com/citations?user=cJpa5zQAAAAJ&hl=en,17273,9159,35,30,1135,19
Amy Zanne,George Washington University,56,https://scholar.google.com/citations?user=H2fDZJ0AAAAJ&hl=en,6157,5331,27,23,1672,28
Thomas Kane,Harvard,2,https://scholar.google.com/citations?user=LHHh_88AAAAJ&hl=en,15929,8838,60,51,1791,30
Jae Jung,Harvard,2,https://scholar.google.com/citations?user=rik2i0YAAAAJ&hl=en,20613,12482,65,41,5370,90
Jae Jung,University of Southern California,24,https://scholar.google.com/citations?user=rik2i0YAAAAJ&hl=en,20613,12482,65,41,5370,90
Daniel J Dwyer,University of Maryland College Park,65,https://scholar.google.com/citations?user=fuE8NEcAAAAJ&hl=en,4727,3577,13,12,537,9
Michael Cuccaro,Miami University,78,https://scholar.google.com/citations?user=vs3ANa4AAAAJ&hl=en,11454,6426,46,37,656,11
Alexander Himmel,Duke University,9,https://scholar.google.com/citations?user=n1QLxPcAAAAJ&hl=en,8038,7052,41,40,4949,83
Nir Yosef,UC Berkeley,22,https://scholar.google.com/citations?user=eQ8KEHoAAAAJ&hl=en,5398,5124,28,26,3756,63
Andres Rodriguez-Clare,UC Berkeley,22,https://scholar.google.com/citations?user=rxzKuUYAAAAJ&hl=en,10309,5316,35,30,2027,34
Ethan Burris,University of Texas at Austin,59,https://scholar.google.com/citations?user=v0rT0KUAAAAJ&hl=en,2559,2126,13,13,596,10
Shahid Naeem,Columbia,5,https://scholar.google.com/citations?user=XG6aM5EAAAAJ&hl=en,53733,27681,58,47,3872,65
Natalia Marchenko,Stony Brook University,98,https://scholar.google.com/citations?user=d7YzMbMAAAAJ&hl=en,5228,2255,30,24,655,11
Adrian Roitberg,University of Florida,45,https://scholar.google.com/citations?user=bDtZleMAAAAJ&hl=en,21669,13198,53,37,4049,68
Abraham Z. Snyder,University of Washington,60,https://scholar.google.com/citations?user=fBx1kaMAAAAJ&hl=en,67229,42018,108,87,8035,135
Karen Sugden,Duke University,9,https://scholar.google.com/citations?user=qc57ZZ8AAAAJ&hl=en,10695,5365,23,21,1190,20
Annie Moradian,California Institute of Technology,10,https://scholar.google.com/citations?user=GsE8st4AAAAJ&hl=en,2480,2343,14,14,1904,32
Markus Baer,Washington University in St. Louis,19,https://scholar.google.com/citations?user=hJhdzQ8AAAAJ&hl=en,4034,3064,18,18,833,14
Marta Michniewicz-Paciorek,Washington University in St. Louis,19,https://scholar.google.com/citations?user=4ewT-6AAAAAJ&hl=en,3421,1971,8,8,238,4
Jeff Goodwin,New York University,30,https://scholar.google.com/citations?user=19u74roAAAAJ&hl=en,8940,4571,25,22,595,10
Markus Baer,Saint Louis University,95,https://scholar.google.com/citations?user=hJhdzQ8AAAAJ&hl=en,4034,3064,18,18,833,14
Marta Michniewicz-Paciorek,Saint Louis University,95,https://scholar.google.com/citations?user=4ewT-6AAAAAJ&hl=en,3421,1971,8,8,238,4
AT Crites,California Institute of Technology,10,https://scholar.google.com/citations?user=PG6q3i4AAAAJ&hl=en,7906,7094,46,45,4402,74
George Church,Harvard,2,https://scholar.google.com/citations?user=SfDzdgEAAAAJ&hl=en,84536,43175,142,103,19383,326
David P. Landau,University of Georgia,55,https://scholar.google.com/citations?user=VnSaXAsAAAAJ&hl=en,28005,7302,71,31,4934,83
Patrick Hunt Degnan,University of Illinois at Urbana Champaign,53,https://scholar.google.com/citations?user=TNA5RRMAAAAJ&hl=en,3620,2626,25,22,891,15
Yijin Kang (Î_‡_¿ƒ�Ë_),Northwestern,13,https://scholar.google.com/citations?user=FNXZbVEAAAAJ&hl=en,3682,3520,23,23,2138,36
W. Brad Barbazuk,University of Florida,45,https://scholar.google.com/citations?user=ynqzfLcAAAAJ&hl=en,13030,8705,39,34,2078,35
Michael Cuccaro,University of Miami,49,https://scholar.google.com/citations?user=vs3ANa4AAAAJ&hl=en,11438,6413,46,37,653,11
Cathy Wu,University of Delaware,86,https://scholar.google.com/citations?user=eiRdbhsAAAAJ&hl=en,26597,16245,53,42,5758,97
Anthony Smith,Yale,4,https://scholar.google.com/citations?user=SnTzdNcAAAAJ&hl=en,5113,2405,22,18,356,6
Yifei Yu,North Carolina State University,84,https://scholar.google.com/citations?user=JWZzJ0AAAAAJ&hl=en,1935,1901,22,22,1661,28
Laura Pasqualucci,Columbia,5,https://scholar.google.com/citations?user=8FeJkB4AAAAJ&hl=en,15334,9786,55,42,2966,50
Maria E. Figueroa,Miami University,78,https://scholar.google.com/citations?user=hAQYrCoAAAAJ&hl=en,10871,9649,39,37,5278,89
Jeffrey S. Juris,Northeastern,40,https://scholar.google.com/citations?user=9f0bzMAAAAAJ&hl=en,3480,2704,20,17,1423,24
Patrick Huber,Virginia Tech,74,https://scholar.google.com/citations?user=p_GBQXsAAAAJ&hl=en,11822,7853,48,33,5336,90
Pierre-Olivier Gourinchas,UC Berkeley,22,https://scholar.google.com/citations?user=fWJp1CUAAAAJ&hl=en,10215,5738,28,25,1304,22
Douglas Bielenberg,Clemson University,67,https://scholar.google.com/citations?user=0GiqNgMAAAAJ&hl=en,1934,1449,18,16,533,9
Ariel Y Deutch,Vanderbilt,17,https://scholar.google.com/citations?user=xWeIy94AAAAJ&hl=en,18615,5232,66,32,1362,23
Steven L. Finkelstein,University of Texas at Austin,59,https://scholar.google.com/citations?user=1RsI1eMAAAAJ&hl=en,4799,4181,28,25,651,11
Maria E. Figueroa,University of Miami,49,https://scholar.google.com/citations?user=hAQYrCoAAAAJ&hl=en,10849,9630,39,37,5266,89
Theodore (Ted) S. Rappaport,New York University,30,https://scholar.google.com/citations?user=aLOSzWwAAAAJ&hl=en,59991,26256,85,64,8396,142
Robert B Handfield,North Carolina State University,84,https://scholar.google.com/citations?user=E0jgen4AAAAJ&hl=en,28022,14821,65,52,1951,33
Robert Handfield,North Carolina State University,84,https://scholar.google.com/citations?user=Q0FMHAUAAAAJ&hl=en,27984,14810,65,51,1951,33
Ryan J. Petrie,Drexel University,94,https://scholar.google.com/citations?user=ybEW_IAAAAAJ&hl=en,1695,1236,13,12,591,10
Robert L. Byer,Stanford,7,https://scholar.google.com/citations?user=kIzW2nMAAAAJ&hl=en,55279,23220,120,71,11270,191
Michael Rothschild,Princeton,1,https://scholar.google.com/citations?user=63MpOyIAAAAJ&hl=en,19916,5354,30,20,236,4
Christian B Hansen,University of Chicago,3,https://scholar.google.com/citations?user=nom_JY8AAAAJ&hl=en,4187,3066,26,25,1239,21
Jonathan Hui,UC Berkeley,22,https://scholar.google.com/citations?user=rHIz0PoAAAAJ&hl=en,6292,3059,24,20,59,1
Carl de Luca,Tufts University,29,https://scholar.google.com/citations?user=_HySsYkAAAAJ&hl=en,2257,1379,13,12,59,1
Ye Luo,Clemson University,67,https://scholar.google.com/citations?user=XFtMQ6UAAAAJ&hl=en,2219,1593,19,17,590,10
A. Allan Schmid,Michigan State University,83,https://scholar.google.com/citations?user=74KYKn4AAAAJ&hl=en,3358,870,26,12,295,5
Bing Liu,University of Chicago,3,https://scholar.google.com/citations?user=Kt1bjZoAAAAJ&hl=en,43014,29388,79,64,6253,106
Christopher Hoadley,New York University,30,https://scholar.google.com/citations?user=OdoUZagAAAAJ&hl=en,7894,3560,34,26,2005,34
Sufei Shi,Rensselaer Polytechnic Institut,42,https://scholar.google.com/citations?user=NhBa8hAAAAAJ&hl=en,2197,1964,15,14,1651,28
D Wegner,Harvard,2,https://scholar.google.com/citations?user=QZCy54UAAAAJ&hl=en,40486,18301,77,56,1238,21
Themistocles (Tim) L. Assimes,Stanford,7,https://scholar.google.com/citations?user=KnwE7qoAAAAJ&hl=en,20846,19283,54,51,9196,156
F. Keith Barker,University of Minnesota,73,https://scholar.google.com/citations?user=xfsIVmoAAAAJ&hl=en,4602,2489,26,23,1355,23
Linda George,Duke University,9,https://scholar.google.com/citations?user=Zxfwr_YAAAAJ&hl=en,44125,10765,104,50,2297,39
Yongjun Wang,Saint Louis University,95,https://scholar.google.com/citations?user=DzXcECgAAAAJ&hl=en,5336,3440,32,29,471,8
Daniel Spielman,Yale,4,https://scholar.google.com/citations?user=L82mYv8AAAAJ&hl=en,12919,6269,49,38,1766,30
Ian Joughin,University of Washington,60,https://scholar.google.com/citations?user=9W8cmsEAAAAJ&hl=en,15272,8694,61,48,2590,44
John Hamilton,Michigan State University,83,https://scholar.google.com/citations?user=DG6XGP8AAAAJ&hl=en,3625,2778,26,26,1412,24
Noah Fierer,University of Colorado,92,https://scholar.google.com/citations?user=WLqObjoAAAAJ&hl=en,45194,40047,84,82,8700,148
Jun Wang,Indiana University,90,https://scholar.google.com/citations?user=Oo7xqRIAAAAJ&hl=en,3205,2629,24,18,1821,31
Mary Kalantzis,University of Illinois at Urbana Champaign,53,https://scholar.google.com/citations?user=0D-cAqsAAAAJ&hl=en,12764,6141,45,32,2113,36
Balantekin,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=A2VBATUAAAAJ&hl=en,12177,6741,47,28,4930,84
Kevork N. Abazajian,University of California Irvine,43,https://scholar.google.com/citations?user=gx1V-rkAAAAJ&hl=en,20004,10798,46,39,2634,45
Chad Dickey,University of Florida,45,https://scholar.google.com/citations?user=6PJXx-UAAAAJ&hl=en,12095,8463,42,37,5032,86
Richard K. Wagner,University of Florida,45,https://scholar.google.com/citations?user=Uv3JZW8AAAAJ&hl=en,30259,11503,67,48,2807,48
Richard K. Wagner,Florida State University,82,https://scholar.google.com/citations?user=Uv3JZW8AAAAJ&hl=en,30259,11503,67,48,2807,48
Jonathon Cummings,Duke University,9,https://scholar.google.com/citations?user=l5NUrPUAAAAJ&hl=en,10308,5642,29,28,526,9
AM Clark,Clark University,81,https://scholar.google.com/citations?user=FMV0RP4AAAAJ&hl=en,91588,56350,107,83,44113,755
Matthew C Keller,University of Colorado,92,https://scholar.google.com/citations?user=w20nQnYAAAAJ&hl=en,10056,8520,38,37,4557,78
John Gerring,University of Texas at Austin,59,https://scholar.google.com/citations?user=E8CX5nYAAAAJ&hl=en,16364,11914,36,34,2044,35
Sergei A. Voloshin,Michigan State University,83,https://scholar.google.com/citations?user=4KvxNmAAAAAJ&hl=en,63614,36557,134,105,16346,280
Yu S. Huang,Yeshiva University,96,https://scholar.google.com/citations?user=FORaI6IAAAAJ&hl=en,3061,2437,14,13,467,8
Claire Kremen,UC Berkeley,22,https://scholar.google.com/citations?user=v7a8-e0AAAAJ&hl=en,25860,18579,65,60,4844,83
David J Pine,New York University,30,https://scholar.google.com/citations?user=lc5f21oAAAAJ&hl=en,21010,9088,76,51,2217,38
David Seckel,University of Delaware,86,https://scholar.google.com/citations?user=xPvJw_0AAAAJ&hl=en,20682,12450,83,61,6650,114
Mark Flannery,University of Florida,45,https://scholar.google.com/citations?user=ZMboFnoAAAAJ&hl=en,14922,7338,45,35,1574,27
Lina He,Washington University in St. Louis,19,https://scholar.google.com/citations?user=F2jhvIoAAAAJ&hl=en,2104,1787,19,18,408,7
Darren Kisgen,Boston College,32,https://scholar.google.com/citations?user=syp1yHAAAAAJ&hl=en,1929,1434,12,10,408,7
Yinong Yang,Pennsylvania State University,52,https://scholar.google.com/citations?user=Rgvd2Q8AAAAJ&hl=en,6188,3389,32,29,1224,21
Joshua Dressler,Ohio State University,54,https://scholar.google.com/citations?user=9DFUHMoAAAAJ&hl=en,4462,1166,28,16,408,7
Lina He,Saint Louis University,95,https://scholar.google.com/citations?user=F2jhvIoAAAAJ&hl=en,2104,1787,19,18,408,7
Milan Sonka,University of Iowa,80,https://scholar.google.com/citations?user=ve3AkSIAAAAJ&hl=en,25924,12058,67,50,10316,177
Irving Fisher,Yale,4,https://scholar.google.com/citations?user=UpKwSrsAAAAJ&hl=en,27497,9034,50,32,524,9
Daniel G MacArthur,Harvard,2,https://scholar.google.com/citations?user=7-0P6QIAAAAJ&hl=en,19499,17007,48,46,8733,150
Konrad Talbot,"University of California, Los Angeles",23,https://scholar.google.com/citations?user=NL_xNwsAAAAJ&hl=en,4086,2530,27,25,1513,26
Laurie Vismara,Emory,21,https://scholar.google.com/citations?user=UhL-LBcAAAAJ&hl=en,2599,2139,18,18,698,12
Wenshan Cai,Georgia Institute of Technology,35,https://scholar.google.com/citations?user=P7s-vBQAAAAJ&hl=en,10536,7036,29,28,1047,18
mark goresky,Princeton,1,https://scholar.google.com/citations?user=Y-zItnMAAAAJ&hl=en,7337,2804,33,19,1163,20
Lisa M. Shin,Tufts University,29,https://scholar.google.com/citations?user=-LYJPNwAAAAJ&hl=en,18556,9376,55,45,1163,20
Wenjun Guo,Yeshiva University,96,https://scholar.google.com/citations?user=fboKpfYAAAAJ&hl=en,13296,9147,19,17,814,14
Essa Yacoub,University of Minnesota,73,https://scholar.google.com/citations?user=i2yK988AAAAJ&hl=en,11482,8901,55,48,4817,83
Jerrold Olefsky,University of California San Diego,44,https://scholar.google.com/citations?user=SYYG0d8AAAAJ&hl=en,74848,24212,139,74,4468,77
Jerrold Olefsky,University of San Diego,93,https://scholar.google.com/citations?user=SYYG0d8AAAAJ&hl=en,74848,24212,139,74,4468,77
CT Patrick Diamond,University of Connecticut,58,https://scholar.google.com/citations?user=cePKntcAAAAJ&hl=en,2332,931,19,12,232,4
Wei GAO,North Carolina State University,84,https://scholar.google.com/citations?user=cbNEYPIAAAAJ&hl=en,7179,6375,25,25,2492,43
Rick Stevens,University of Chicago,3,https://scholar.google.com/citations?user=2oSSsLYAAAAJ&hl=en,20028,13235,48,33,2491,43
Bryan M Hooks,University of Pittsburgh,68,https://scholar.google.com/citations?user=VXdiqAwAAAAJ&hl=en,2087,1617,14,13,695,12
Wenjing Lou,Virginia Tech,74,https://scholar.google.com/citations?user=hM8uAwoAAAAJ&hl=en,23157,20120,65,60,7181,124
Kumar Venkataraman,Southern Methodist University,63,https://scholar.google.com/citations?user=y1QAPmcAAAAJ&hl=en,2393,1469,16,16,579,10
Robert Handfield,American University,69,https://scholar.google.com/citations?user=Q0FMHAUAAAAJ&hl=en,28052,14889,65,51,1968,34
Erik Olin Wright,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=LStWLIYAAAAJ&hl=en,26010,9324,66,37,2025,35
Motohiro Yogo,Princeton,1,https://scholar.google.com/citations?user=TjOEhBIAAAAJ&hl=en,11760,7435,22,21,752,13
Robert Malenka,Stanford,7,https://scholar.google.com/citations?user=-95ij94AAAAJ&hl=en,74283,27126,136,89,4620,80
Clarence Chang,University of Chicago,3,https://scholar.google.com/citations?user=qaPW0bMAAAAJ&hl=en,10025,8098,56,51,5139,89
Hossein Khiabanian,Rutgers University,70,https://scholar.google.com/citations?user=kTlDdyYAAAAJ&hl=en,3876,3389,22,20,2136,37
Michael E. Sobel,Columbia,5,https://scholar.google.com/citations?user=cuKCFmcAAAAJ&hl=en,17682,9053,31,21,635,11
Alan Ritter,Carnegie Mellon University,25,https://scholar.google.com/citations?user=unXtH3IAAAAJ&hl=en,3577,3398,22,20,1905,33
Alan Ritter,Ohio State University,54,https://scholar.google.com/citations?user=unXtH3IAAAAJ&hl=en,3577,3398,22,20,1905,33
Ying Fan Reinfelder,Rutgers University,70,https://scholar.google.com/citations?user=U-vvTSMAAAAJ&hl=en,2150,1740,23,19,1039,18
Makiko Sato,Columbia,5,https://scholar.google.com/citations?user=DDFZrYgAAAAJ&hl=en,22782,10711,56,37,2482,43
Patricia M. Greenfield,"University of California, Los Angeles",23,https://scholar.google.com/citations?user=oPWLcqwAAAAJ&hl=en,24441,8908,76,44,2828,49
Gauti Eggertsson,Brown University,14,https://scholar.google.com/citations?user=6-MmtygAAAAJ&hl=en,5636,4222,25,22,1789,31
Yu Huang,"University of California, Los Angeles",23,https://scholar.google.com/citations?user=yEmTuycAAAAJ&hl=en,30225,18402,70,65,8252,143
Yu Huang,Yeshiva University,96,https://scholar.google.com/citations?user=yEmTuycAAAAJ&hl=en,30225,18402,70,65,8252,143
Roel A. Ophoff,"University of California, Los Angeles",23,https://scholar.google.com/citations?user=Od-MfB0AAAAJ&hl=en,27070,19390,76,61,8655,150
Xiaole Shirley Liu,Harvard,2,https://scholar.google.com/citations?user=8XNfVucAAAAJ&hl=en,29725,21271,75,67,5712,99
Alexander J. Hartemink,Duke University,9,https://scholar.google.com/citations?user=HLRZ3oAAAAAJ&hl=en,7557,3817,39,29,1269,22
Michael Spencer,Cornell,15,https://scholar.google.com/citations?user=aOkzrAwAAAAJ&hl=en,9232,5813,38,27,2249,39
Sekhar P. Reddy,University of Chicago,3,https://scholar.google.com/citations?user=CNoFm5cAAAAJ&hl=en,8156,4516,49,37,1556,27
Yoshitaka Ishii,University of Chicago,3,https://scholar.google.com/citations?user=3ior-Q4AAAAJ&hl=en,7548,4007,32,25,1037,18
Craig T. Miller,University of Connecticut,58,https://scholar.google.com/citations?user=oJ80CYoAAAAJ&hl=en,3314,1982,20,18,1037,18
Daniel Benjamin,University of Southern California,24,https://scholar.google.com/citations?user=wIEUEuYAAAAJ&hl=en,3959,3387,27,25,3051,53
Alexei A. Efros,UC Berkeley,22,https://scholar.google.com/citations?user=d97bGd8AAAAJ&hl=en,22893,14317,54,51,3511,61
Narayan KM,Emory,21,https://scholar.google.com/citations?user=PYlnaz8AAAAJ&hl=en,109513,71967,124,95,96176,1671
Mark Pagani,Yale,4,https://scholar.google.com/citations?user=ZqlkslYAAAAJ&hl=en,15040,8560,40,37,1151,20
Hoi K. Suen,Pennsylvania State University,52,https://scholar.google.com/citations?user=Kj7u7LoAAAAJ&hl=en,2916,1003,21,14,633,11
Gary Green,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=d7bd3Z0AAAAJ&hl=en,3767,1527,29,20,748,13
"Benjamin Yu, MD PhD",Yeshiva University,96,https://scholar.google.com/citations?user=DqWmj7MAAAAJ&hl=en,2717,1216,16,15,460,8
Su Wang,University of Rochester,36,https://scholar.google.com/citations?user=4dqNTq4AAAAJ&hl=en,3072,1718,21,18,862,15
Timothy W. Yu,Yeshiva University,96,https://scholar.google.com/citations?user=fR2ZNkoAAAAJ&hl=en,7366,5266,26,25,3501,61
Christopher Wilmer,University of Pittsburgh,68,https://scholar.google.com/citations?user=zy8idY4AAAAJ&hl=en,4524,4235,21,21,2353,41
Larry S. Liebovitch,New York University,30,https://scholar.google.com/citations?user=kS--KPAAAAAJ&hl=en,5179,1579,32,17,1319,23
fan lai,Miami University,78,https://scholar.google.com/citations?user=Nu5UvagAAAAJ&hl=en,2223,1935,14,13,688,12
Angela Duckworth,University of Pennsylvania,8,https://scholar.google.com/citations?user=aawKd_gAAAAJ&hl=en,13833,12287,46,45,3381,59
Runjun D Kumar,Washington University in St. Louis,19,https://scholar.google.com/citations?user=uO1AvJMAAAAJ&hl=en,2266,2021,16,16,974,17
Runjun D Kumar,Saint Louis University,95,https://scholar.google.com/citations?user=uO1AvJMAAAAJ&hl=en,2266,2021,16,16,974,17
